PIERCE ATWOOD LLP | ME | PORTLAND | 010190452
ALLIANZ ASSET MANAGEMENT OF AMERICA L.P. | CA | NEWPORT BEACH | 061349805
GREAT AMERICAN FINANCIAL RESOURCES INC. | OH | CINCINNATI | 061356481
AVIATION CAPITAL GROUP LLC | CA | NEWPORT BEACH | 061395411
GRAHAM CAPITAL MANAGEMENT, L.P. | CT | ROWAYTON | 061398337
SIX FINANCIAL INFORMATION USA INC. | CT | STAMFORD | 061434512
VOYA INVESTMENT TRUST CO. | CT | WINDSOR | 061440627
ELLINGTON MANAGEMENT GROUP, L.L.C. | CT | OLD GREENWICH | 061441140
GWA, LLC | CT | ROCKY HILL | 061457079
PORTFOLIO ADVISORS LLC | CT | DARIEN | 061487853
THOMSON REUTERS HOLDINGS INC. | MN | EAGAN | 061497995
XL AMERICA, INC. | CT | STAMFORD | 061516268
FARRELL FRITZ, P.C. | NY | UNIONDALE | 061620161
COVESTRO LLC | PA | PITTSBURGH | 061653740
BOARDWALK PIPELINE PARTNERS, LP | KY | OWENSBORO | 061687421
LIBBEY GLASS LLC | OH | TOLEDO | 061702366
O-I GLASS, INC. | OH | PERRYSBURG | 061702371
BRIDGEWATER OPTIONS FUND I, LLC | CT | WESTPORT | 061721620
INVESCO TRUST COMPANY | GA | ATLANTA | 061775914
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 061839918
AETNA LIFE INSURANCE COMPANY SEPARATE ACCOUNT 174 | CT | HARTFORD | 066033492
L3HARRIS TECHNOLOGIES, INC. | FL | MELBOURNE | 066255522
PACTIV LLC | IL | LAKE FOREST | 066534874
PUTNAM FIDUCIARY TRUST COMPANY LLC | MA | BOSTON | 066556445
STATE STREET GLOBAL ADVISORS TRUST COMPANY | MA | BOSTON | 066556853
CULLEN AND DYKMAN LLP | NY | GARDEN CITY | 110658700
KAMCO SUPPLY CORP. | NY | BROOKLYN | 110941695
PENTEGRA RETIREMENT TRUST | NY | WHITE PLAINS | 111805969
RIVKIN RADLER LLP | NY | UNIONDALE | 111853927
CUMBERLAND PACKING CORPORATION | NY | BROOKLYN | 112141348
MILL-MAX MFG. CORP. | NY | OYSTER BAY | 112246212
RUSKIN MOSCOU FALTISCHEK, P.C. | NY | UNIONDALE | 112301137
MEYER, SUOZZI, ENGLISH & KLEIN, P.C. | NY | GARDEN CITY | 112340639
GARFUNKEL WILD PC | NY | GREAT NECK | 112526447
NORTH AMERICAN PARTNERS IN ANESTHESIA LLP | NY | MELVILLE | 112923650
STATE STREET BANK & TRUST COMPANY | MA | QUINCY | 113317084
ENTERGY CORPORATION | LA | NEW ORLEANS | 113567859
NIC HOLDING CORP. | NY | MELVILLE | 113577086
ASCENSUS, LLC | PA | DRESHER | 113665754
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 113728548
BREVAN HOWARD INC. | NY | NEW YORK | 113733651
JANUS HENDERSON INVESTORS US, LLC | MA | BOSTON | 113785522
GOLDMAN SACHS TRUST COMPANY, N.A. | NJ | JERSEY CITY | 113818954
CERTILMAN BALIN ADLER & HYMAN, LLP | NY | EAST MEADOW | 116188872
AMERICAN GAS ASSOCIATION | DC | WASHINGTON | 130431590
ASSOCIATED PRESS | NY | NEW YORK | 130452880
EDISON ELECTRIC INSTITUTE | DC | WASHINGTON | 130659550
INTERNATIONAL BUSINESS MACHINES CORPORATION | NY | ARMONK | 130871985
S&P GLOBAL INC. | NY | NEW YORK | 131026995
SHELL USA, INC. | TX | HOUSTON | 131299890
THE UNION LABOR LIFE INSURANCE COMPANY | MD | SILVER SPRING | 131423090
AMERICAN AIRLINES, INC. | TX | FT. WORTH | 131502798
DAVIS&GILBERT, LLP | NY | NEW YORK | 131504385
AMERICAN PHYSICAL THERAPY ASSOCIATION | VA | ALEXANDRIA | 131512769
MIB GROUP, INC. | MA | BRAINTREE | 131564570
ROLEX WATCH U.S.A. INC. | NY | NEW YORK | 131574389
HILTON INTERNATIONAL LLC | VA | MCLEAN | 131582113
MUTUAL OF OMAHA | NE | OMAHA | 131595128
MUTUAL OF AMERICA LIFE INSURANCE CO | NY | NEW YORK | 131614399
TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA | NY | NEW YORK | 131624203
INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS, INC. | NJ | PISCATAWAY | 131656633
UNITED PARCEL SERVICE COMPANY | KY | LOUISVILLE | 131686691
ROCKEFELLER BROTHERS FUND | NY | NEW YORK | 131760106
CONSUMER REPORTS, INC. | NY | YONKERS | 131776434
DUANE MORRIS LLP | PA | PHILADELPHIA | 131810943
COLGATE-PALMOLIVE COMPANY | NY | NEW YORK | 131815595
NOVARTIS CORPORATION | NJ | EAST HANOVER | 131834433
PRYOR CASHMAN LLP | NY | NEW YORK | 131859294
COMBE INCORPORATED | NY | WHITE PLAINS | 131913732
NATIONAL FOOTBALL LEAGUE | NY | NEW YORK | 131922622
CURTIS INSTRUMENTS, INC. | NY | MT. KISCO | 131933394
WACHTELL, LIPTON, ROSEN & KATZ | NY | NEW YORK | 131935773
KRAMER LEVIN NAFTALIS & FRANKEL LLP | NY | NEW YORK | 131944339
HUNTINGTON NATIONAL BANK TRUSTEE OF LANCASTER COLONY CORPORATION | OH | COLUMBUS | 131955943
FIRST MANHATTAN CO. | NY | NEW YORK | 131957714
ROTHSCHILD & CO ASSET MANAGEMENT US INC. | NY | NEW YORK | 132544634
AMERICAN INTERNATIONAL GROUP, INC. | NY | NEW YORK | 132592361
THE BANK OF NEW YORK MELLON CORPORATION | NY | NEW YORK | 132614959
SCHRODER US HOLDINGS INC. | NY | NEW YORK | 132621402
UNION PACIFIC CORPORATION | NE | OMAHA | 132626465
SCHULTE ROTH & ZABEL LLP | NY | NEW YORK | 132633996
LOEWS CORPORATION | NY | NEW YORK | 132646102
FRED ALGER AND COMPANY, INC. | NY | NEW YORK | 132665689
FRANKLIN RESOURCES, INC. | CA | SAN MATEO | 132670991
GRAND TRUNK CORPORATION | IL | HOMEWOOD | 132673944
TRAMMO, INC. | NY | NEW YORK | 132679131
COMMERZBANK AG | NY | NEW YORK | 132682661
VICTORY CAPITAL MANAGEMENT, INC. | OH | BROOKLYN | 132700161
FREDERIC W. COOK & CO., INC. | NY | NEW YORK | 132733056
LINKLATERS, LLP | NY | NEW YORK | 132733177
ANDERSON KILL P.C. | NY | NEW YORK | 132743351
CREDIT INDUSTRIEL ET COMMERCIAL | NY | NEW YORK | 132757199
SWISS RE AMERICA HOLDING CORPORATION | NY | ARMONK | 132761364
UNICREDIT BANK AG, NEW YORK BRANCH | NY | NEW YORK | 132774123
ALLIED IRISH BANKS, P.L.C. | NY | NEW YORK | 132774656
YANG MING AMERICA CORP. | NJ | NEWARK | 132784964
KLEINBERG KAPLAN WOLFF & COHEN, P.C. | NY | NEW YORK | 132832785
DZ BANK AG, NEW YORK BRANCH | NY | NEW YORK | 132847358
K LINE AMERICA, INC. | VA | GLEN ALLEN | 132853039
MARSH & MCLENNAN COMPANIES, INC. | NY | NEW YORK | 132854946
HIP-OPEIU LOCAL 153 GROUP TRUST | NY | NEW YORK | 132869312
UPM-KYMMENE, INC. | IL | NAPERVILLE | 132938476
RAYTHEON TECHNOLOGIES CORPORATION | CT | FARMINGTON | 132950148
HAVER ANALYTICS, INC. | NY | NEW YORK | 132965030
YONKERS CONTRACTING COMPANY, INC. | NY | YONKERS | 132981331
HERRICK, FEINSTEIN LLP | NY | NEW YORK | 132991662
ROQUETTE AMERICA, INC. | IA | KEOKUK | 133010351
BAYERISCHE LANDESBANK | NY | NEW YORK | 133029393
PARTNER REINSURANCE COMPANY OF THE U.S. | CT | STAMFORD | 133031176
RTX CORPORATION | CT | FARMINGTON | 133064404
CENTURY ALUMINUM COMPANY | IL | CHICAGO | 133070826
TORYS LLP | NY | NEW YORK | 133107558
BARON CAPITAL INC. | NY | NEW YORK | 133107580
FCA US LLC | MI | AUBURN HILLS | 133112458
FIRST STATE TRUST COMPANY | DE | WILMINGTON | 133124172
PALOMA PARTNERS MANAGEMENT COMPANY | CT | GREENWICH | 133145891
LERA CONSULTING STRUCTURAL ENGINEERS, R.L.L.P. | NY | NEW YORK | 133147972
STATE STREET BANK & TRUST COMPANY | MA | QUINCY | 133160892
NATWEST MARKETS SECURITIES INC. | CT | STAMFORD | 133172275
AMERIPRISE FINANCIAL, INC. | MN | MINNEAPOLIS | 133180631
OCCIDENTAL PETROLEUM CORP DEFINED CONTRIB PL MASTER TRUST AGREEMENT | TX | HOUSTON | 133189948
OCCIDENTAL PETROLEUM CORP DEFINED CONTRIBUTION PL MASTER AGREEMENT | TX | HOUSTON | 133189949
COLGATE-PALMOLIVE COMPANY | NY | NEW YORK | 133191533
MORRISON COHEN LLP | NY | NEW YORK | 133205994
THE GOODYEAR TIRE & RUBBER COMPANY | OH | AKRON | 133227454
DWS INVESTMENT AMERICAS INC. | NY | NEW YORK | 133241232
NAVISTAR, INC. | IL | LISLE | 133248318
NAVISTAR, INC. | IL | LISLE | 133248322
STROOCK & STROOCK & LAVAN LLP | NY | NEW YORK | 133252995
SHENKMAN CAPITAL MANAGEMENT, INC. | NY | NEW YORK | 133280361
JUDITH BUKBERG | NY | NEW YORK | 133290194
SIRIUS RE HOLDINGS, INC. | NY | NEW YORK | 133301641
REUTERS AMERICA LLC | NY | NEW YORK | 133320829
MACY'S, INC. | OH | SPRINGDALE | 133324058
COHEN & STEERS CAPITAL MANAGEMENT, INC. | NY | NEW YORK | 133353336
THE RENCO GROUP, INC. | NY | NEW YORK | 133370264
EVERGREEN SHIPPING AGENCY AMERICA CORPORATION | NJ | JERSEY CITY | 133373601
CLARION PARTNERS LLC | NY | NEW YORK | 133379970
TEXTRON INC. | RI | PROVIDENCE | 133380685
SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED | NJ | HOBOKEN | 133382184
SIEMENS CORPORATION | NJ | ISELIN | 133406827
GLASSTECH, INC. | OH | PERRYSBURG | 133440225
RICHMAN REAL ESTATE INVESTMENTS, INC. | CT | GREENWICH | 133462376
ANGELO, GORDON & CO., LP | NY | NEW YORK | 133478879
LOCKHEED MARTIN CORPORATION | MD | BETHESDA | 133507980
WARBURG PINCUS LLC | NY | NEW YORK | 133536050
TOCQUEVILLE MANAGEMENT CORP. | NY | NEW YORK | 133547559
OSG SHIP MANAGEMENT, INC. | FL | TAMPA | 133589004
AMBAC FINANCIAL GROUP, INC. | NY | NEW YORK | 133621676
EQUITABLE HOLDINGS, INC. | NJ | JERSEY CITY | 133623351
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 133635124
BLACKSTONE ADMINISTRATIVE SERVICES PARTNERSHIP LP | NY | NEW YORK | 133637000
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 133637896
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 133637899
L'OREAL USA, INC. | NJ | BERKELEY HEIGHTS | 133647058
TRANE TECHNOLOGIES COMPANY LLC | NC | DAVIDSON | 133673037
THE HEARST CORPORATION | NC | CHARLOTTE | 133691321
REINAUER TRANSPORTATION COMPANIES, LLC | NY | STATEN ISLAND | 133694366
D. E. SHAW & CO., L.P. | NY | NEW YORK | 133695715
ING FINANCIAL SERVICES LLC | NY | NEW YORK | 133713590
BARCLAYS SERVICES CORPORATION | NY | NEW YORK | 133714398
KASOWITZ BENSON TORRES LLP | NY | NEW YORK | 133720397
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 133744061
PENTEGRA RETIREMENT SERVICES | NY | WHITE PLAINS | 133745616
AMERITAS LIFE OF NEW YORK | NY | NEW YORK | 133758127
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 133759757
HANDY & HARMAN LTD. | NY | NEW YORK | 133768097
ELLIOTT MANAGEMENT CORPORATION | FL | WEST PALM BEACH | 133798650
ZIFF BROTHERS INVESTMENTS, LLC | NY | NEW YORK | 133810050
ENTERGY CORPORATION | LA | NEW ORLEANS | 133817903
ENTERGY CORPORATION | LA | NEW ORLEANS | 133817904
LANDMAN CORSI BALLAINE & FORD P.C. | NY | NEW YORK | 133845180
SIGULER GUFF & COMPANY LP | NY | NEW YORK | 133855630
DAVIDSON KEMPNER CAPITAL MANAGEMENT LP | NY | NEW YORK | 133863161
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 133869666
AG MM, L.P. | NY | NEW YORK | 133960819
ALLIANCEBERNSTEIN L.P. | NY | WHITE PLAINS | 133963706
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 133966500
ROCKEFELLER GROUP INTERNATIONAL, INC. | NY | NEW YORK | 133975924
ORBIMED ADVISORS, L.L.C. | NY | NEW YORK | 133976876
MARATHON ASSET MANAGEMENT, LP | NY | NEW YORK | 133979511
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 133980309
AQR CAPITAL MANAGEMENT, LLC | CT | GREENWICH | 133987414
GAMCO INVESTORS, INC. | NY | RYE | 134007862
THE NEW YORK PRESBYTERIAN HOSPITAL | NY | NEW YORK | 134011699
AMALGAMATED BANK | NY | NEW YORK | 134015803
THE GOLDMAN SACHS GROUP, INC. | NY | NEW YORK | 134019460
AXIOM INVESTORS LLC | CT | GREENWICH | 134021938
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 134027152
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 134043928
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 134043930
ALLIANCEBERNSTEIN L.P. | TN | NASHVILLE | 134064930
OAK HILL ADVISORS, L.P. | NY | NEW YORK | 134077194
MACKAY SHIELDS LLC | NY | NEW YORK | 134080466
THE DEPOSITORY TRUST & CLEARING CORPORATION WELFARE BENEFITS PLAN | NJ | JERSEY CITY | 134086405
SMITHFIELD FOODS, INC. | VA | SMITHFIELD | 134103752
CAREY ASSET MANAGEMENT CORP. | NY | NEW YORK | 134121956
DEXIA HOLDINGS, INC. | NY | NEW YORK | 134124806
INVESCO TRUST COMPANY | GA | ATLANTA | 134128140
GLENVIEW CAPITAL MANAGEMENT, LLC | NY | NEW YORK | 134136746
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 134143029
ZIMMER BIOMET HOLDINGS, INC. | IN | WARSAW | 134151777
GOLDBERG LINDSAY & CO. LLC | NY | NEW YORK | 134164879
GOLDMAN SACHS TRUST COMPANY, N.A. | NJ | JERSEY CITY | 134166989
INSIGHT VENTURE MANAGEMENT, LLC | NY | NEW YORK | 134172507
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 134179575
CHEIRON, INC | VA | MCLEAN | 134215617
REGIONAL OTOLARYNGOLOGY HEAD AND NECK ASSOCIATES, LLC | NJ | CHERRY HILL | 134233377
AMALGAMATED BANK | NY | NEW YORK | 134920330
HESS CORPORATION | TX | HOUSTON | 134921002
BUNGE NORTH AMERICA, INC. | MO | CHESTERFIELD | 134977260
CADWALADER, WICKERSHAM & TAFT LLP | NY | NEW YORK | 134980350
CARTER LEDYARD & MILBURN LLP WELFARE BENEFITS PLAN | NY | NEW YORK | 134986540
JPMORGAN CHASE BANK, NATIONAL ASSOCIATION | NJ | JERSEY CITY | 134994650
CHURCH & DWIGHT CO., INC. | NJ | EWING | 134996950
CONSOLIDATED EDISON COMPANY OF NEW YORK, INC. | NY | NEW YORK | 135009340
CRAVATH, SWAINE & MOORE LLP | NY | NEW YORK | 135015405
CURTIS, MALLET-PREVOST, COLT & MOSLE LLP | NY | NEW YORK | 135018900
DAVIS POLK & WARDWELL LLP | NY | NEW YORK | 135023295
THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA | NY | NEW YORK | 135123390
DELOITTE LLP | NY | NEW YORK | 135133500
THE BANK OF NEW YORK MELLON | PA | PITTSBURGH | 135160382
MOSES AND SINGER LLP | NY | NEW YORK | 135259490
INVESTMENT COMPANY INSTITUTE | DC | WASHINGTON | 135266605
PFIZER INC. | NJ | PEAPACK | 135315170
KELLEY DRYE & WARREN LLP | NY | NEW YORK | 135335107
MOUND COTTON WOLLAN & GREENGRASS LLP | NY | NEW YORK | 135339441
ARROWOOD INDEMNITY COMPANY | NC | CHARLOTTE | 135358230
EXXON MOBIL CORPORATION | TX | SPRING | 135409005
SULLIVAN & CROMWELL LLP | NY | NEW YORK | 135420320
MLMIC SERVICES, INC. | NY | LATHAM | 135471800
HAWKINS DELAFIELD & WOOD LLP | NY | NEW YORK | 135513990
WILLKIE FARR & GALLAGHER LLP | NY | NEW YORK | 135536844
DEBEVOISE & PLIMPTON LLP | NY | NEW YORK | 135537279
STROOCK & STROOCK & LAVAN LLP | NY | NEW YORK | 135539787
LAZARD FRERES & CO., LLC | NY | NEW YORK | 135545100
SEWARD & KISSEL LLP | NY | NEW YORK | 135551783
CLIFFORD CHANCE US LLP | NY | NEW YORK | 135553664
EQUITABLE FINANCIAL LIFE INSURANCE COMPANY | NY | SYRACUSE | 135570651
NATIONAL PEO | AZ | SCOTTSDALE | 135581829
NATIONAL BASKETBALL ASSOCIATION | NJ | SECAUCUS | 135582586
NEW YORK LIFE INSURANCE COMPANY | NY | NEW YORK | 135582869
TRUSTEES OF COLUMBIA UNIVERSITY C/O BENEFITS DEPARTMENT | NY | NEW YORK | 135598093
CLEARY GOTTLIEB STEEN & HAMILTON LLP | NY | NEW YORK | 135599083
HUGHES HUBBARD & REED LLP | NY | NEW YORK | 135605391
LORD, ABBETT & CO. LLC | NJ | JERSEY CITY | 135620131
PATTERSON BELKNAP WEBB & TYLER LLP | NY | NEW YORK | 135622951
MERRILL LYNCH PIERCE FENNER & SMITH INC. | NJ | PENNINGTON | 135674085
DAIWA CAPITAL MARKETS AMERICA, INC. | NY | NEW YORK | 135680329
ELI LILLY AND COMPANY | IN | INDIANAPOLIS | 136032849
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 136038768
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 136038769
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 136038770
NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION | VA | ARLINGTON | 136044006
ALTRIA CLIENT SERVICES LLC | VA | RICHMOND | 136044069
BANK OF NEW YORK | NY | NEW YORK | 136044214
ASTRAZENECA PHARMACEUTICALS LP | DE | WILMINGTON | 136052299
LOEWS CORPORATION | NY | NEW YORK | 136053269
BRISTOL-MYERS SQUIBB COMPANY | NJ | PRINCETON | 136064033
BIC CORPORATION | CT | SHELTON | 136212022
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 136285055
BOARD OF DIRECTORS OF PENTEGRA DEFINED CONTRIBUTION PLAN | NY | WHITE PLAINS | 136321489
PHILIPS NORTH AMERICA LLC | MA | CAMBRIDGE | 136326118
MERCK & CO., INC. | NJ | RAHWAY | 136366355
AAAA RETIRE. FUND FOR MEM. AGENCIES | NC | CHARLOTTE | 136616922
GRAHAM HOLDINGS COMPANY | VA | ARLINGTON | 136666518
NORTHROP GRUMMAN CORPORATION | VA | FALLS CHURCH | 136692740
SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA INC. | NY | NEW YORK | 136877903
ATH HOLDING COMPANY LLC | IN | INDIANAPOLIS | 136957744
COLGATE-PALMOLIVE COMPANY | NY | NEW YORK | 136972051
PRECISION CASTPARTS CORP | OR | LAKE OSWEGO | 137073447
CATHOLIC MEDICAL CENTER | NH | MANCHESTER | 137083735
HANDY & HARMAN LTD. | NY | NEW YORK | 137086350
ALTRIA CLIENT SERVICES LLC | VA | RICHMOND | 137160570
KRAFT HEINZ FOODS COMPANY | PA | PITTSBURGH | 137192316
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 137197337
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 137197339
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 137271225
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 137275156
GENERAL ELECTRIC COMPANY | MA | BOSTON | 140689340
ANESTHESIA GROUP OF ALBANY, P.C. | NY | ALBANY | 141551793
WHITEMAN OSTERMAN & HANNA LLP | NY | ALBANY | 141564599
NEW YORK STATE UNITED TEACHERS | NY | LATHAM | 141584772
AMETEK, INC. | PA | BERWYN | 141682544
NEW YORK INDEPENDENT SYSTEM OPERATOR | NY | RENSSELAER | 141815612
PACKAGING CORPORATION OF AMERICA | IL | LAKE FOREST | 141896937
RELIABILITYFIRST CORPORATION | OH | CLEVELAND | 141933339
EMPIRE STATE HIGHWAY CONTRACTORS ASSOCIATION | NY | FRANKFORT | 150395735
HANCOCK ESTABROOK, LLP | NY | SYRACUSE | 150502175
LEVENE, GOULDIN & THOMPSON, LLP | NY | VESTAL | 150556063
HINMAN, HOWARD & KATTELL, LLP | NY | BINGHAMTON | 150561878
RSUI INDEMNITY COMPANY | GA | ATLANTA | 160366830
PHILLIPS LYTLE LLP | NY | BUFFALO | 160505790
NIXON PEABODY LLP | NY | ROCHESTER | 160764720
LUMSDEN & MCCORMICK, LLP | NY | BUFFALO | 160765486
HARTER SECREST & EMERY LLP | NY | ROCHESTER | 160766172
LIPSITZ GREEN SCIME CAMBRIA, LLP | NY | BUFFALO | 160905097
SENTRY LIFE INSURANCE COMPANY OF NEW YORK | NY | SYRACUSE | 160919109
C.O. FALTER CONSTRUCTION CORP. | NY | SYRACUSE | 160968314
PROSPECT HILL RADIOLOGY GROUP, P.C. | NY | SYRACUSE | 160988763
BASF CORPORATION | NJ | FLORHAM PARK | 161090809
PAYCHEX, INC. | NY | ROCHESTER | 161124166
GMR ASSOCIATES, INC. | NY | ROCHESTER | 161587270
NATIONAL INVESTMENT SERVICES OF AMERICA, LLC | WI | MILWAUKEE | 161626084
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 161673805
BRIDGEWATER SHORT TERM INVESTMENT FUND II, LLC | CT | WESTPORT | 161675706
HIPEP IV-SUPPLEMENTAL EUROPEAN COMPANION FUND L.P. | MA | BOSTON | 161694714
COLCHESTER GLOBAL INVESTORS LIMITED |  |  | 166553157
NATIONAL INVESTMENT SERVICES OF AMERICA, LLC | WI | MILWAUKEE | 200005644
AGILENT TECHNOLOGIES, INC. | CA | SANTA CLARA | 200038266
JANUS HENDERSON INVESTORS US, LLC | MA | BOSTON | 200055624
NATIONAL INVESTMENT SERVICES OF AMERICA, LLC | WI | MILWAUKEE | 200065449
INVESCO TRUST COMPANY | GA | ATLANTA | 200133076
WESTERN ASSET MANAGEMENT COMPANY, LLC | CA | PASADENA | 200219111
WESTERN ASSET MANAGEMENT COMPANY, LLC | CA | PASADENA | 200219988
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 200291077
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 200291150
KLNB LLC | MD | BALTIMORE | 200308788
SANDERSON ASSET MANAGEMENT LLP |  |  | 200348128
BUCKLEY LLP | DC | WASHINGTON | 200373854
NXP USA, INC. | TX | AUSTIN | 200443182
DTE ENERGY CORPORATE SERVICES, LLC | MI | DETROIT | 200471790
PEABODY INVESTMENTS CORP. | MO | ST. LOUIS | 200480084
AMERICAN PROPERTY CASUALTY INSURANCE ASSOCIATION | IL | CHICAGO | 200487810
UBS ASSET MANAGEMENT TRUST COMPANY | IL | CHICAGO | 200495466
WELLINGTON TRUST COMPANY, NA | MA | BOSTON | 200555809
LSV ASSET MANAGEMENT | IL | CHICAGO | 200726879
JANUS HENDERSON INVESTORS US, LLC | MA | BOSTON | 200780118
GROUP W INC. | VA | VIENNA | 200795636
NEWMARKET CORPORATION | VA | RICHMOND | 200812170
ROBBINS GELLER RUDMAN AND DOWD, LLP | CA | SAN DIEGO | 200859125
WELLINGTON TRUST COMPANY, NA | MA | BOSTON | 200863941
ASHLAND INC. | DE | WILMINGTON | 200865835
THE MOSAIC COMPANY | FL | TAMPA | 201026454
PRIVATE ADVISORS HEDGED EQUITY FUND (QP), LTD | VA | RICHMOND | 201079864
BELL BANK | ND | FARGO | 201146868
BELL BANK | ND | FARGO | 201146941
BELL BANK | ND | FARGO | 201146969
WELLINGTON TRUST COMPANY, NA | MA | BOSTON | 201155338
AMALGAMATED BANK | NY | NEW YORK | 201200740
WESTERN ASSET MANAGEMENT COMPANY, LLC | CA | PASADENA | 201226970
PIEDMONT TRIAD ANESTHESIA PA | NC | WINSTON SALEM | 201394536
MONDRIAN INVESTMENT GROUP US, INC. | DE | WILMINGTON | 201575014
MONDRIAN INVESTMENT GROUP US, INC. | DE | WILMINGTON | 201575090
WESTERN ASSET MANAGEMENT COMPANY, LLC | CA | PASADENA | 201575788
WESTERN ASSET MANAGEMENT COMPANY, LLC | CA | PASADENA | 201575792
DUPONT CAPITAL MANAGEMENT CORP. | MO | KANSAS CITY | 201612670
DUPONT CAPITAL MANAGEMENT CORP. | MO | KANSAS CITY | 201613537
GSAM GEN-PAR, L.L.C. | NY | NEW YORK | 201653253
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 201712993
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 201713121
CALAMOS INVESTMENTS LLC | IL | NAPERVILLE | 201768357
FOREST CITY TRADING GROUP, LLC | OR | PORTLAND | 201805580
SUTTER EAST BAY MEDICAL GROUP | CA | EMERYVILLE | 201857625
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 201978950
INEOS USA, LLC. | TX | LEAGUE CITY | 201981933
LANE POWELL PC | WA | SEATTLE | 202071651
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 202266703
INVESCO TRUST COMPANY | GA | ATLANTA | 202583973
WESTERN ASSET MANAGEMENT COMPANY, LLC | CA | PASADENA | 202721676
DUKE ENERGY CORPORATION | NC | CHARLOTTE | 202777218
A & D TECHNOLOGY, INC. | MI | ANN ARBOR | 202813873
SANDS CAPITAL MANAGEMENT, LLC | VA | ARLINGTON | 202830751
TRONOX INCORPORATED | CT | STAMFORD | 202868245
WILLIAMS, PARKER, HARRISON, DIETZ & GETZEN, PLLC | FL | SARASOTA | 202953387
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 203063359
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 203063387
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 203063440
JPMORGAN CHASE BANK, N.A. | NY | NEW YORK | 203063490
HAWAIIAN TELCOM COMMUNICATIONS, INC | HI | HONOLULU | 203108031
L & B REALTY ADVISORS, LLP | TX | DALLAS | 203146704
JASPER RIDGE PARTNERS, L.P. | TX | FORT WORTH | 203156656
AEW CAPITAL MANAGEMENT | MA | BOSTON | 203166994
NORTHERN TRUST INVESTMENTS, INC. | IL | CHICAGO | 203280779
AVAGO TECHNOLOGIES U.S. INC. | CA | SAN JOSE | 203387670
WELLINGTON TRUST COMPANY, NA | MA | BOSTON | 203460618
BLACKROCK FINANCIAL MANAGEMENT, INC | NY | NEW YORK | 203492861
AMALGAMATED BANK | NY | NEW YORK | 203534149
IMERYS USA, INC. | GA | ROSWELL | 203617354
DRIEHAUS CAPITAL MANAGEMENT LLC | IL | CHICAGO | 203634295
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 203654598
ADAMS STREET PARTNERS, LLC | IL | CHICAGO | 203654916
HARRISON STREET REAL ESTATE CAPITAL, LLC | IL | CHICAGO | 203677351
ACCESS GENERAL PARTNER LLC | NJ | JERSEY CITY | 203684992
ACCESS GENERAL PARTNER LLC | NJ | JERSEY CITY | 203686192
BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A. | CA | SAN FRANCISCO | 203747528
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 203802168
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 203802223
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 203802262
WILMINGTON TRUST, N.A. | DE | WILMINGTON | 203802296
